"","name","album","artist","release_date","length","popularity","danceability","acousticness","danceability.1","energy","instrumentalness","liveness","loudness","speechiness","tempo","time_signature","tempo_fs"
"683","Rockabye (feat. Sean Paul & Anne-Marie)","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","2016-10-21",4.1848,78,0.72,0.406,0.72,0.763,0,0.18,-4.068,0.0523,101.965,4,"moderato"
"690","I Took A Pill In Ibiza - Seeb Remix","At Night, Alone.","Mike Posner","2016-05-06",3.29888333333333,78,0.664,0.0353,0.664,0.714,8.42e-06,0.0843,-6.645,0.111,101.969,4,"moderato"
"732","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Funk Wav Bounces Vol.1","Calvin Harris","2017-06-30",3.72355,78,0.893,0.0642,0.893,0.745,0,0.0943,-3.105,0.0571,101.018,4,"moderato"
"733","Rockabye (feat. Sean Paul & Anne-Marie)","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","2016-10-21",4.1848,78,0.72,0.406,0.72,0.763,0,0.18,-4.068,0.0523,101.965,4,"moderato"
"735","Human","Human (Deluxe)","Rag'n'Bone Man","2017-02-10",3.33643333333333,78,0.602,0.393,0.602,0.707,0,0.165,-4.097,0.302,75.09,4,"andante"
"760","Caroline","Good For You","Aminé","2017-07-28",3.494,78,0.94,0.17,0.94,0.335,0,0.262,-10.179,0.505,120.04,4,"allegro"
"781","Chill Bill (feat. J. Davi$ & Spooks)","Chill Bill (feat. J. Davi$ & Spooks)","Rob $tone","2016-06-17",2.95306666666667,78,0.886,0.0312,0.886,0.427,0.00099,0.0906,-10.028,0.145,108.034,4,"allegro"
"797","No Lie","Mad Love The Prequel","Sean Paul","2018-06-29",3.68626666666667,78,0.742,0.0466,0.742,0.882,0,0.206,-2.862,0.117,102.04,4,"moderato"
"814","Girls Like You (feat. Cardi B)","Red Pill Blues (Deluxe)","Maroon 5","2018-06-15",3.92575,78,0.851,0.568,0.851,0.541,0,0.13,-6.825,0.0505,124.959,4,"allegro"
"823","Love Lies (with Normani)","Love Lies (with Normani)","Khalid","2018-02-14",3.36178333333333,78,0.708,0.0956,0.708,0.648,0,0.134,-5.626,0.0449,143.955,4,"allegro"
"827","Look Alive (feat. Drake)","Look Alive (feat. Drake)","BlocBoy JB","2018-02-09",3.02105,78,0.922,0.00104,0.922,0.581,5.86e-05,0.105,-7.495,0.27,140.022,4,"allegro"
"828","Delicate","reputation","Taylor Swift","2017-11-10",3.87088333333333,78,0.75,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4,"moderato"
"843","Walk It Talk It","Culture II","Migos","2018-01-26",4.60245,78,0.907,0.0876,0.907,0.633,2.6e-06,0.106,-5.145,0.184,145.914,4,"allegro"
"849","This Is America","This Is America","Childish Gambino","2018-05-06",3.76288333333333,78,0.854,0.117,0.854,0.463,0,0.354,-6.159,0.137,120.024,4,"allegro"
"852","Bodak Yellow","Invasion of Privacy","Cardi B","2018-04-06",3.72853333333333,78,0.926,0.0659,0.926,0.703,0,0.231,-6.337,0.103,125.022,4,"allegro"
"876","X","Intimo","Nicky Jam","2019-11-01",2.8809,78,0.594,0.0338,0.594,0.749,0.00106,0.3,-5.298,0.056,179.968,4,"vivace"
"882","Solo (feat. Demi Lovato)","Solo (feat. Demi Lovato)","Clean Bandit","2018-05-17",3.71088333333333,78,0.737,0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0.0437,105.005,4,"moderato"
"888","Jackie Chan","Jackie Chan","Tiësto","2018-05-18",3.59598333333333,78,0.747,0.374,0.747,0.834,0,0.0586,-2.867,0.045,128.005,4,"allegro"
"986","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","2018-11-30",3.62443333333333,78,0.601,0.00987,0.601,0.794,1.36e-06,0.388,-5.844,0.0671,114.066,4,"allegro"
"15","Alors on danse","Cheese","Stromae","2010-01-01",3.43443333333333,77,0.791,0.0994,0.791,0.59,0.00203,0.065,-9.206,0.0793,119.951,4,"allegro"
"66","Baby","My World 2.0","Justin Bieber","2010-01-01",3.57066666666667,77,0.728,0.0401,0.728,0.859,0,0.111,-5.237,0.137,65.043,4,"andante"
"101","Rolling in the Deep","21","Adele","2011-01-19",3.80155,77,0.73,0.138,0.73,0.77,0,0.0473,-5.114,0.0298,104.948,4,"moderato"
"102","Moves Like Jagger - Studio Recording From The Voice Performance","Hands All Over (Revised International Standard version)","Maroon 5","2011-06-21",3.35821666666667,77,0.722,0.0117,0.722,0.761,0,0.315,-4.459,0.0475,128.044,4,"allegro"
"110","Love You Like A Love Song","When The Sun Goes Down","Selena Gomez & The Scene","2011-01-01",3.14088333333333,77,0.858,0.0761,0.858,0.678,0,0.0741,-3.87,0.0469,117.009,4,"allegro"
"136","No Hands (feat. Roscoe Dash & Wale)","Flockaveli","Waka Flocka Flame","2010-10-01",4.39621666666667,77,0.76,0.00544,0.76,0.595,0,0.241,-6.366,0.0391,131.497,4,"allegro"
"176","Last Friday Night (T.G.I.F.)","Katy Perry - Teenage Dream: The Complete Confection","Katy Perry","2012-03-12",3.84576666666667,77,0.649,0.00125,0.649,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,4,"allegro"
"207","Royals","Pure Heroine","Lorde","2013-09-27",3.16975,77,0.674,0.121,0.674,0.428,0,0.132,-9.504,0.122,84.878,4,"moderato"
"208","Die Young","Warrior (Expanded Edition)","Kesha","2012-11-30",3.532,77,0.711,0.00498,0.711,0.7,0.000125,0.215,-4.805,0.046,128.001,4,"allegro"
"290","Drive By","California 37","Train","2012-04-17",3.26621666666667,77,0.765,0.00107,0.765,0.837,1.06e-05,0.0801,-3.113,0.032,122.028,4,"allegro"
"313","Roar","PRISM (Deluxe)","Katy Perry","2013-10-18",3.72576666666667,77,0.554,0.00487,0.554,0.772,6.6e-06,0.354,-4.821,0.0418,179.984,4,"vivace"
"330","Royals","Pure Heroine","Lorde","2013-09-27",3.16975,77,0.674,0.121,0.674,0.428,0,0.132,-9.504,0.122,84.878,4,"moderato"
"332","Wrecking Ball","Bangerz (Deluxe Version)","Miley Cyrus","2013-10-04",3.68933333333333,77,0.53,0.407,0.53,0.422,0,0.107,-6.262,0.0342,119.964,4,"allegro"
"378","Sail","Megalithic Symphony Deluxe","AWOLNATION","2010-11-08",4.31836666666667,77,0.825,0.452,0.825,0.435,0.609,0.0953,-9.582,0.0568,119.038,4,"allegro"
"396","Still into You","Paramore","Paramore","2013-04-05",3.60021666666667,77,0.602,0.0098,0.602,0.923,0,0.0561,-3.763,0.044,136.01,4,"allegro"
"418","Royals","Pure Heroine","Lorde","2013-09-27",3.16975,77,0.674,0.121,0.674,0.428,0,0.132,-9.504,0.122,84.878,4,"moderato"
"419","Shower","Shower","Becky G","2014-04-23",3.4361,77,0.699,0.0317,0.699,0.529,3.59e-05,0.285,-7.548,0.0487,119.987,4,"allegro"
"462","Blame (feat. John Newman)","Motion","Calvin Harris","2014-10-31",3.54933333333333,77,0.414,0.0287,0.414,0.857,0.00574,0.343,-4.078,0.0808,128.024,4,"allegro"
"479","Animals","V","Maroon 5","2014-09-02",3.85021666666667,77,0.279,0.000185,0.279,0.742,0,0.593,-6.46,0.0898,189.868,4,"vivace"
"505","Lean On (feat. MØ & DJ Snake)","Peace Is The Mission : Extended","Major Lazer","2015-11-27",2.94268333333333,77,0.723,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,4,"moderato"
"534","679 (feat. Remy Boyz)","679 (feat. Remy Boyz)","Fetty Wap","2015-06-29",3.27821666666667,77,0.618,0.00256,0.618,0.717,0,0.625,-5.738,0.318,190.05,4,"vivace"
"563","Do It Again","Do It Again","Pia Mia","2015-05-04",3.46243333333333,77,0.712,0.0266,0.712,0.564,0,0.0874,-6.527,0.047,95.95,4,"moderato"
"583","Stitches","Handwritten","Shawn Mendes","2015-04-14",3.448,77,0.746,0.0152,0.746,0.754,0,0.0486,-6.684,0.0676,149.882,4,"allegro"
"588","I Don't Fuck With You","Dark Sky Paradise","Big Sean","2015-02-24",4.73976666666667,77,0.824,0.0362,0.824,0.733,0,0.325,-5.474,0.0613,97.972,4,"moderato"
"589","Bitch Better Have My Money","Bitch Better Have My Money","Rihanna","2015-03-26",3.65508333333333,77,0.781,0.0509,0.781,0.728,1.94e-06,0.257,-4.981,0.0621,102.99,4,"moderato"
"632","Me, Myself & I","When It's Dark Out","G-Eazy","2015-12-04",4.1911,77,0.757,0.0186,0.757,0.672,0,0.158,-6.524,0.0955,111.996,4,"allegro"
"650","Lost Boy","Lost Boy","Ruth B.","2015-08-21",4.588,77,0.71,0.965,0.71,0.0565,0,0.0889,-15.099,0.0534,123.994,4,"allegro"
"671","My Way","My Way","Calvin Harris","2016-09-16",3.65265,77,0.819,0.0935,0.819,0.913,3.72e-05,0.161,-3.059,0.0427,119.989,4,"allegro"
"689","Stitches","Handwritten","Shawn Mendes","2015-04-14",3.448,77,0.746,0.0152,0.746,0.754,0,0.0486,-6.684,0.0676,149.882,4,"allegro"
"706","Criminal","Criminal","Natti Natasha","2017-09-01",3.87581666666667,77,0.814,0.03,0.814,0.813,9.33e-05,0.255,-3.023,0.0561,79.997,4,"andante"
"709","Bad and Boujee (feat. Lil Uzi Vert)","Culture","Migos","2017-01-27",5.71916666666667,77,0.927,0.061,0.927,0.665,0,0.123,-5.313,0.244,127.076,4,"allegro"
"710","Plain Jane","Still Striving","A$AP Ferg","2017-08-18",2.89333333333333,77,0.797,0.0651,0.797,0.844,0,0.087,-5.482,0.275,170.142,4,"vivace"
"715","All Night","Night & Day (Night Edition)","The Vamps","2017-07-14",3.294,77,0.538,0.0041,0.538,0.804,0,0.33,-5.194,0.0358,144.992,4,"allegro"
"746","iSpy (feat. Lil Yachty)","iSpy (feat. Lil Yachty)","KYLE","2016-12-02",4.21843333333333,77,0.746,0.378,0.746,0.653,0,0.229,-6.745,0.289,75.016,4,"andante"
"761","Magnolia","Playboi Carti","Playboi Carti","2017-04-14",3.0302,77,0.791,0.0114,0.791,0.582,0,0.35,-7.323,0.286,162.991,4,"vivace"
"792","Look What You Made Me Do","reputation","Taylor Swift","2017-11-10",3.53088333333333,77,0.766,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4,"allegro"
"818","Finesse - Remix; feat. Cardi B","Finesse (Remix) [feat. Cardi B]","Bruno Mars","2017-12-20",3.62146666666667,77,0.704,0.0185,0.704,0.859,0,0.0215,-4.877,0.0996,105.115,4,"moderato"
"835","Tequila","Dan + Shay","Dan + Shay","2018-06-22",3.2791,77,0.489,0.0312,0.489,0.581,0,0.132,-5.731,0.0281,86.016,4,"moderato"
"838","Youngblood","Youngblood","5 Seconds of Summer","2018-04-12",3.39028333333333,77,0.596,0.0169,0.596,0.854,0,0.124,-5.114,0.463,120.274,4,"allegro"
"840","Pray For Me (with Kendrick Lamar)","Black Panther The Album Music From And Inspired By","Kendrick Lamar","2018-02-09",3.524,77,0.735,0.0762,0.735,0.677,2.17e-05,0.111,-4.979,0.093,100.584,4,"moderato"
"844","Him & I (with Halsey)","The Beautiful & Damned","G-Eazy","2017-12-15",4.4811,77,0.589,0.0534,0.589,0.731,0,0.308,-6.343,0.0868,87.908,4,"moderato"
"853","Freaky Friday (feat. Chris Brown)","Freaky Friday (feat. Chris Brown)","Lil Dicky","2018-03-15",3.61051666666667,77,0.755,0.147,0.755,0.599,0,0.109,-5.042,0.224,133.123,4,"allegro"
"877","Trip","Ella Mai","Ella Mai","2018-10-12",3.56655,77,0.477,0.225,0.477,0.61,0,0.107,-5.628,0.144,79.882,4,"andante"
"941","Secreto","Secreto","Anuel AA","2019-01-15",4.31333333333333,77,0.807,0.602,0.807,0.803,0.00853,0.136,-4.156,0.126,91.987,4,"moderato"
"952","Doin' Time","Norman Fucking Rockwell!","Lana Del Rey","2019-08-30",3.36986666666667,77,0.649,0.372,0.649,0.538,0.00632,0.0951,-11.196,0.0519,144.979,4,"allegro"
"971","What I Like About You (feat. Theresa Rex)","What I Like About You (feat. Theresa Rex)","Jonas Blue","2019-03-22",3.67326666666667,77,0.46,0.289,0.46,0.8,6.16e-06,0.121,-3.584,0.05,102.46,4,"moderato"
"6","Airplanes (feat. Hayley Williams)","B.o.B Presents: The Adventures of Bobby Ray","B.o.B","2010-04-27",3.008,76,0.66,0.11,0.66,0.867,0,0.0368,-4.285,0.116,93.033,4,"moderato"
"45","Sexy Bitch (feat. Akon)","One More Love","David Guetta","2010-11-22",3.26421666666667,76,0.813,0.076,0.813,0.627,0.000616,0.131,-5.018,0.0486,130.011,4,"allegro"
"105","Grenade","Doo-Wops & Hooligans","Bruno Mars","2010-10-05",3.72088333333333,76,0.706,0.146,0.706,0.558,0,0.118,-7.237,0.0593,110.443,4,"allegro"
"122","Sure Thing","All I Want Is You","Miguel","2010-11-26",3.25621666666667,76,0.684,0.0275,0.684,0.603,0.000311,0.191,-8.127,0.0989,81,4,"moderato"
"124","Who Says","When The Sun Goes Down","Selena Gomez & The Scene","2011-01-01",3.26021666666667,76,0.682,0.0843,0.682,0.927,0,0.149,-2.915,0.0479,101.019,4,"moderato"
"146","Tonight Tonight","Whatever","Hot Chelle Rae","2011-11-25",3.3411,76,0.686,0.0764,0.686,0.783,0,0.163,-4.977,0.119,99.978,4,"moderato"
"156","All Of The Lights","My Beautiful Dark Twisted Fantasy","Kanye West","2010-11-22",4.99355,76,0.531,0.0796,0.531,0.803,1.71e-05,0.176,-3.284,0.0717,142.113,4,"allegro"
"160","Skinny Love","Birdy","Birdy","2011-11-04",3.35133333333333,76,0.379,0.952,0.379,0.29,0.00106,0.118,-8.485,0.051,166.467,4,"vivace"
"165","Black and Yellow","Rolling Papers","Wiz Khalifa","2011-03-29",3.62776666666667,76,0.684,0.0646,0.684,0.834,0,0.271,-4.524,0.0675,164.02,4,"vivace"
"173","Good Feeling","Wild Ones","Flo Rida","2012-06-22",4.13555,76,0.706,0.0588,0.706,0.89,0.00286,0.306,-4.444,0.0688,128.011,4,"allegro"
"189","Set Fire to the Rain","21","Adele","2011-01-19",4.04955,76,0.603,0.00408,0.603,0.67,1.66e-06,0.112,-3.882,0.0249,107.995,4,"moderato"
"205","Set Fire to the Rain","21","Adele","2011-01-19",4.04955,76,0.603,0.00408,0.603,0.67,1.66e-06,0.112,-3.882,0.0249,107.995,4,"moderato"
"215","Diamonds","Unapologetic (Deluxe)","Rihanna","2012-12-11",3.75243333333333,76,0.564,0.00125,0.564,0.71,0,0.109,-4.92,0.0461,91.972,4,"moderato"
"241","The One That Got Away","Katy Perry - Teenage Dream: The Complete Confection","Katy Perry","2012-03-12",3.78888333333333,76,0.687,0.000802,0.687,0.792,0,0.2,-4.023,0.0353,133.962,4,"allegro"
"248","Stay","Unapologetic (Deluxe)","Rihanna","2012-12-11",4.01176666666667,76,0.621,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,4,"allegro"
"252","Good Feeling","Wild Ones","Flo Rida","2012-06-22",4.13555,76,0.706,0.0588,0.706,0.89,0.00286,0.306,-4.444,0.0688,128.011,4,"allegro"
"266","Good Time","The Midsummer Station","Owl City","2012-01-01",3.43221666666667,76,0.56,0.0239,0.56,0.872,6.98e-06,0.371,-4.269,0.14,126.05,4,"allegro"
"272","Levels - Radio Edit","Levels","Avicii","2011-01-01",3.33176666666667,76,0.584,0.0462,0.584,0.889,0.828,0.309,-5.941,0.0343,126.04,4,"allegro"
"282","Stronger (What Doesn't Kill You)","Stronger (Deluxe Version)","Kelly Clarkson","2011-10-24",3.6991,76,0.562,0.046,0.562,0.939,0,0.112,-4.282,0.0475,116.044,4,"allegro"
"287","We Are Never Ever Getting Back Together","Red (Big Machine Radio Release Special)","Taylor Swift","2012-10-22",3.2191,76,0.628,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,4,"moderato"
"300","Starships","Pink Friday: Roman Reloaded The Re-Up (Explicit Version)","Nicki Minaj","2012-01-01",3.51043333333333,76,0.747,0.135,0.747,0.716,0,0.251,-2.457,0.075,125.008,4,"allegro"
"329","The Monster","The Marshall Mathers LP2","Eminem","2013-11-05",4.1698,76,0.781,0.0525,0.781,0.853,0,0.12,-3.68,0.0715,110.049,4,"allegro"
"340","Scream & Shout","#willpower","will.i.am","2013-01-01",4.72333333333333,76,0.772,0.019,0.772,0.685,8.96e-05,0.131,-6.849,0.0696,130.033,4,"allegro"
"343","Stay","Unapologetic (Deluxe)","Rihanna","2012-12-11",4.01176666666667,76,0.621,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,4,"allegro"
"370","Another Love","Long Way Down (Deluxe)","Tom Odell","2013-06-24",4.07266666666667,76,0.445,0.695,0.445,0.537,1.6e-05,0.0944,-8.532,0.04,122.764,4,"allegro"
"390","Heart Attack","Demi","Demi Lovato","2013-01-01",3.514,76,0.504,0.0738,0.504,0.785,0,0.239,-4.802,0.104,173.968,4,"vivace"
"434","Team","Pure Heroine","Lorde","2013-09-27",3.21763333333333,76,0.69,0.167,0.69,0.578,0,0.305,-7.436,0.0929,99.961,4,"moderato"
"451","Superheroes","No Sound Without Silence","The Script","2014-09-15",4.0911,76,0.491,0.00219,0.491,0.885,0,0.0741,-4.121,0.0395,166.992,4,"vivace"
"458","Loyal (feat. Lil Wayne & Tyga)","X (Expanded Edition)","Chris Brown","2014-09-16",4.41576666666667,76,0.841,0.0168,0.841,0.522,1.37e-06,0.188,-5.963,0.049,99.059,4,"moderato"
"465","Problem","My Everything (Deluxe)","Ariana Grande","2014-08-25",3.232,76,0.66,0.0192,0.66,0.805,8.83e-06,0.159,-5.352,0.153,103.008,4,"moderato"
"473","Let It Go - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Various Artists","2013-01-01",3.73066666666667,76,0.543,0.558,0.543,0.485,0,0.12,-6.85,0.0305,136.961,4,"allegro"
"524","Never Forget You","So Good","Zara Larsson","2017-03-17",3.55711666666667,76,0.583,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,4,"allegro"
"537","Wildest Dreams","1989","Taylor Swift","2014-01-01",3.674,76,0.553,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,4,"allegro"
"543","Where Are Ü Now (with Justin Bieber)","Skrillex and Diplo present Jack Ü","Jack Ü","2015-02-24",4.17141666666667,76,0.432,0.041,0.432,0.781,4.21e-06,0.0789,-4.038,0.0567,139.432,4,"allegro"
"548","Black Magic","Get Weird (Deluxe)","Little Mix","2015-11-06",3.52955,76,0.777,0.0348,0.777,0.895,0,0.317,-4.464,0.0618,111.987,4,"allegro"
"551","Runaway (U & I)","Pharmacy","Galantis","2015-06-05",3.78455,76,0.506,0.00711,0.506,0.805,0.00193,0.0856,-4.119,0.0469,126.008,4,"allegro"
"569","Stole the Show","Cloud Nine","Kygo","2016-05-13",3.71976666666667,76,0.64,0.271,0.64,0.635,0,0.319,-7.565,0.226,100.034,4,"moderato"
"580","Worth It (feat. Kid Ink)","Reflection (Deluxe)","Fifth Harmony","2015-01-30",3.74288333333333,76,0.884,0.063,0.884,0.765,7.04e-06,0.118,-3.865,0.0882,99.987,4,"moderato"
"592","Renegades","VHS","X Ambassadors","2015-06-30",3.25333333333333,76,0.526,0.0144,0.526,0.862,0.0597,0.229,-6.003,0.0905,90.052,4,"moderato"
"641","Roses (feat. ROZES)","Roses (feat. ROZES)","The Chainsmokers","2015-06-16",3.77896666666667,76,0.713,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,4,"moderato"
"643","Adventure of a Lifetime","A Head Full of Dreams","Coldplay","2015-12-04",4.39643333333333,76,0.638,0.00205,0.638,0.924,0.000173,0.149,-3.887,0.0359,111.995,4,"allegro"
"664","Low Life (feat. The Weeknd)","EVOL","Future","2016-04-13",5.22576666666667,76,0.722,0.337,0.722,0.331,0.283,0.146,-7.789,0.0725,143.974,4,"allegro"
"676","When We Were Young","25","Adele","2015-11-20",4.84833333333333,76,0.377,0.303,0.377,0.595,0,0.095,-5.936,0.0489,144.464,4,"allegro"
"708","Sky Walker (feat. Travis Scott)","War & Leisure","Miguel","2017-12-01",4.32221666666667,76,0.674,0.173,0.674,0.506,0,0.0866,-10.532,0.0434,145.965,4,"allegro"
"717","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","Grateful","DJ Khaled","2017-06-22",4.81,76,0.609,0.0552,0.609,0.668,0,0.167,-4.284,0.0367,80.924,4,"moderato"
"721","Wild Thoughts (feat. Rihanna & Bryson Tiller)","Grateful","DJ Khaled","2017-06-22",3.40288333333333,76,0.671,0.0329,0.671,0.672,0,0.118,-3.094,0.0688,97.979,4,"moderato"
"767","Black Beatles","SremmLife 2 (Deluxe)","Rae Sremmurd","2016-08-12",4.86488333333333,76,0.794,0.142,0.794,0.632,0,0.128,-6.163,0.0649,145.926,4,"allegro"
"829","Bad At Love","hopeless fountain kingdom (Deluxe)","Halsey","2017-06-02",3.02131666666667,76,0.675,0.0604,0.675,0.751,0,0.0893,-3.539,0.0296,118.384,4,"allegro"
"833","MotorSport","Culture II","Migos","2018-01-26",5.05126666666667,76,0.904,0.0305,0.904,0.518,0,0.325,-5.32,0.183,137.996,4,"allegro"
"855","Plug Walk","The World Is Yours","Rich The Kid","2018-03-30",2.92048333333333,76,0.876,0.202,0.876,0.519,0,0.108,-6.531,0.143,94.981,4,"moderato"
"871","Simple","Can't Say I Ain't Country","Florida Georgia Line","2019-02-15",3.08666666666667,76,0.362,0.0791,0.362,0.882,0,0.15,-3.717,0.0973,199.811,4,"vivace"
"885","River (feat. Ed Sheeran)","Revival","Eminem","2017-12-15",3.68355,76,0.748,0.142,0.748,0.749,0,0.0713,-5.916,0.516,90.09,4,"moderato"
"892","Sin Pijama","Sin Pijama","Becky G","2018-04-20",3.14266666666667,76,0.791,0.354,0.791,0.745,2.93e-05,0.104,-3.695,0.0464,94.014,4,"moderato"
"939","Eastside (with Halsey & Khalid)","FRIENDS KEEP SECRETS","benny blanco","2018-12-07",2.84615,76,0.632,0.549,0.632,0.686,0,0.2,-7.665,0.243,89.949,4,"moderato"
"976","Good as Hell","Cuz I Love You (Super Deluxe)","Lizzo","2019-04-17",2.66225,76,0.682,0.256,0.682,0.919,0,0.442,-3.18,0.0875,95.982,4,"moderato"
"9","California Gurls","Katy Perry - Teenage Dream: The Complete Confection","Katy Perry","2012-03-12",3.91088333333333,75,0.791,0.00446,0.791,0.754,0,0.163,-3.729,0.0569,125.014,4,"allegro"
"78","Cooler Than Me - Single Mix","31 Minutes to Takeoff","Mike Posner","2010-08-09",3.55488333333333,75,0.768,0.179,0.768,0.82,0,0.704,-4.63,0.0475,129.969,4,"allegro"
"84","Club Can't Handle Me (feat. David Guetta)","Only One Flo (Part 1)","Flo Rida","2010-11-24",3.90933333333333,75,0.616,0.0283,0.616,0.869,0,0.064,-3.911,0.0327,127.966,4,"allegro"
"90","Empire State of Mind (Part II) Broken Down","The Element Of Freedom","Alicia Keys","2009-12-15",3.608,75,0.479,0.739,0.479,0.368,4.1e-05,0.118,-7.784,0.0341,92.959,4,"moderato"
"111","It Girl","Future History (Deluxe Edition)","Jason Derulo","2011-09-16",3.20333333333333,75,0.668,0.0165,0.668,0.718,0,0.104,-4.736,0.0605,91.993,4,"moderato"
"112","Springsteen","Chief","Eric Church","2011-01-01",4.38976666666667,75,0.692,0.1,0.692,0.809,9.77e-05,0.185,-5.935,0.0255,104.023,4,"moderato"
"127","What the Hell","Goodbye Lullaby (Expanded Edition)","Avril Lavigne","2011-03-08",3.67843333333333,75,0.578,0.00472,0.578,0.926,0.0127,0.14,-3.689,0.0548,149.976,4,"allegro"
"177","Marry You","Doo-Wops & Hooligans","Bruno Mars","2010-10-05",3.83533333333333,75,0.62,0.332,0.62,0.832,0,0.104,-4.848,0.036,144.926,4,"allegro"
"212","On Top Of The World","Night Visions","Imagine Dragons","2012-09-04",3.20466666666667,75,0.631,0.0841,0.631,0.924,3.59e-06,0.084,-5.589,0.146,100.045,4,"moderato"
"213","Ho Hey","The Lumineers (Deluxe Edition)","The Lumineers","2012-06-04",2.71888333333333,75,0.682,0.765,0.682,0.471,0,0.0908,-9.182,0.0301,79.907,4,"andante"
"225","BURN IT DOWN","LIVING THINGS","Linkin Park","2012-06-20",3.83755,75,0.585,0.0143,0.585,0.972,0,0.0707,-4.45,0.0534,110.006,4,"allegro"
"342","Ho Hey","The Lumineers (Deluxe Edition)","The Lumineers","2012-06-04",2.71888333333333,75,0.682,0.765,0.682,0.471,0,0.0908,-9.182,0.0301,79.907,4,"andante"
"344","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix)","Lana Del Rey","2013-02-01",3.58186666666667,75,0.572,0.0157,0.572,0.81,6.53e-06,0.13,-5.791,0.0558,126.052,4,"allegro"
"391","Try","The Truth About Love","P!nk","2012-09-18",4.13176666666667,75,0.673,0.00141,0.673,0.629,0,0.0944,-7.072,0.0299,103.998,4,"moderato"
"442","Don't Tell 'Em","Late Nights: The Album","Jeremih","2015-12-04",4.44733333333333,75,0.856,0.392,0.856,0.527,0,0.11,-5.225,0.0997,98.052,4,"moderato"
"443","I See Fire - From ""The Hobbit - The Desolation Of Smaug""","The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition)","Howard Shore","2013-01-01",5.014,75,0.581,0.559,0.581,0.0549,0,0.0718,-20.514,0.0397,152.037,4,"allegro"
"489","Stolen Dance","Sadnecessary","Milky Chance","2014-06-20",5.22806666666667,75,0.885,0.427,0.885,0.581,0.000204,0.0759,-8.813,0.0378,114.016,4,"allegro"
"512","All My Friends (feat. Tinashe & Chance the Rapper)","All My Friends (feat. Tinashe & Chance the Rapper)","Snakehips","2015-10-21",3.8291,75,0.689,0.119,0.689,0.521,8.41e-05,0.108,-5.845,0.132,95.055,4,"moderato"
"533","Let It Go","Chaos And The Calm","James Bay","2015-03-20",4.34221666666667,75,0.536,0.82,0.536,0.311,1.65e-05,0.107,-10.396,0.0288,147.486,4,"allegro"
"564","Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","I","Felix Jaehn","2018-02-16",3.10243333333333,75,0.778,0.672,0.778,0.566,0.000197,0.0698,-6.959,0.0311,117.971,4,"allegro"
"597","No Type","SremmLife","Rae Sremmurd","2015-01-06",3.33466666666667,75,0.891,0.0158,0.891,0.486,3.78e-06,0.0925,-7.803,0.159,125.01,4,"allegro"
"606","Panda","New English","Desiigner","2016-06-26",4.11268333333333,75,0.576,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0.449,144.833,4,"allegro"
"636","All My Friends (feat. Tinashe & Chance the Rapper)","All My Friends (feat. Tinashe & Chance the Rapper)","Snakehips","2015-10-21",3.8291,75,0.689,0.119,0.689,0.521,8.41e-05,0.108,-5.845,0.132,95.055,4,"moderato"
"659","Jumpman","What A Time To Be Alive","Drake","2015-09-20",3.43131666666667,75,0.852,0.0559,0.852,0.553,0,0.332,-7.286,0.187,142.079,4,"allegro"
"682","Shout Out to My Ex","Glory Days: The Platinum Edition","Little Mix","2017-11-24",4.104,75,0.773,0.0239,0.773,0.747,8.23e-06,0.11,-4.061,0.0889,126.014,4,"allegro"
"700","Tuesday (feat. Danelle Sandoval)","Tuesday (feat. Danelle Sandoval)","Burak Yeter","2016-09-02",4.03123333333333,75,0.841,0.0156,0.841,0.639,0.0654,0.0545,-6.052,0.0688,99.002,4,"moderato"
"749","Bounce Back","I Decided.","Big Sean","2017-02-03",3.706,75,0.78,0.106,0.78,0.575,0,0.129,-5.628,0.139,81.502,4,"moderato"
