"","name","album","artist","release_date","length","popularity","danceability","acousticness","danceability.1","energy","instrumentalness","liveness","loudness","speechiness","tempo","time_signature","tempo_fs"
"352","Play Hard (feat. Ne-Yo & Akon)","Nothing but the Beat (Ultimate Edition)","David Guetta","2012-12-07",3.35,71,0.691,0.173,0.691,0.921,0,0.331,-1.702,0.0533,130.072,4,"allegro"
"356","Suit & Tie (feat. Jay-Z)","The 20/20 Experience (Deluxe Version)","Justin Timberlake","2013-03-15",5.438,71,0.795,0.103,0.795,0.596,0,0.164,-3.799,0.219,101.985,4,"moderato"
"365","Same Love - feat. Mary Lambert","The Heist","Macklemore & Ryan Lewis","2012-10-09",5.30875,71,0.688,0.716,0.688,0.473,4.46e-05,0.104,-9.059,0.167,84.958,4,"moderato"
"368","22","Red (Big Machine Radio Release Special)","Taylor Swift","2012-10-22",3.86866666666667,71,0.661,0.00215,0.661,0.729,0.0013,0.0477,-6.561,0.0376,103.987,4,"moderato"
"372","We Own It (Fast & Furious)","B.O.A.T.S. II #METIME (Deluxe)","2 Chainz","2013-01-01",3.79843333333333,71,0.563,0.0545,0.563,0.902,0,0.0524,-4.586,0.402,171.999,4,"vivace"
"381","Come & Get It","Stars Dance (Bonus Track Version)","Selena Gomez","2013-01-01",3.86643333333333,71,0.546,0.0101,0.546,0.787,0.00021,0.0809,-4.1,0.0517,79.979,4,"andante"
"384","My Songs Know What You Did In The Dark (Light Em Up)","Save Rock And Roll","Fall Out Boy","2013-01-01",3.11376666666667,71,0.558,0.0271,0.558,0.924,3.32e-06,0.537,-4.341,0.064,151.99,4,"allegro"
"386","Beauty And A Beat","Believe (Deluxe Edition)","Justin Bieber","2012-06-15",3.79976666666667,71,0.602,0.000688,0.602,0.843,5.27e-05,0.0682,-4.831,0.0593,128.003,4,"allegro"
"402","Dark Horse","PRISM","Katy Perry","2013-01-01",3.59453333333333,71,0.647,0.00314,0.647,0.585,0,0.165,-6.123,0.0512,131.934,4,"allegro"
"404","Fancy","The New Classic (Deluxe Version)","Iggy Azalea","2014-01-01",3.3323,71,0.912,0.0904,0.912,0.716,0,0.0491,-4.141,0.0697,94.981,4,"moderato"
"415","You Know You Like It","You Know You Like It","DJ Snake","2014-10-14",4.1211,71,0.407,0.0141,0.407,0.725,2.46e-06,0.306,-5.346,0.188,196.093,4,"vivace"
"428","Burn","Halcyon Days","Ellie Goulding","2014-01-01",3.85351666666667,71,0.559,0.31,0.559,0.777,0,0.105,-5.031,0.0432,87.016,4,"moderato"
"593","I Don't Mind (feat. Juicy J)","I Don't Mind (feat. Juicy J)","Usher","2014-11-21",4.19981666666667,71,0.87,0.205,0.87,0.464,0,0.0902,-8.337,0.178,112.974,4,"allegro"
"595","The Heart Wants What It Wants","The Heart Wants What It Wants","Selena Gomez","2014-01-01",3.78955,71,0.616,0.053,0.616,0.789,0,0.142,-4.874,0.0377,83.066,4,"moderato"
"603","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk","2016-04-15",3.59021666666667,71,0.632,0.0114,0.632,0.701,0,0.108,-5.921,0.146,162.958,4,"vivace"
"654","2 Phones","Islah (Deluxe)","Kevin Gates","2016-01-29",4,71,0.895,0.157,0.895,0.681,0,0.189,-5.267,0.358,121.918,4,"allegro"
"662","NO","Thank You (Deluxe Version)","Meghan Trainor","2017-05-12",3.55843333333333,71,0.557,0.0125,0.557,0.801,1.66e-06,0.737,-3.602,0.218,92.135,4,"moderato"
"667","Final Song","Final Song","MØ","2016-05-13",3.93043333333333,71,0.695,0.014,0.695,0.672,8.44e-05,0.0756,-6.109,0.0345,104.988,4,"moderato"
"740","Your Song","Your Song","Rita Ora","2017-05-25",3.01261666666667,71,0.855,0.158,0.855,0.624,0,0.0513,-4.093,0.0488,117.959,4,"allegro"
"744","2U (feat. Justin Bieber)","2U (feat. Justin Bieber)","David Guetta","2017-06-09",3.24826666666667,71,0.548,0.219,0.548,0.65,0,0.225,-5.827,0.0591,144.937,4,"allegro"
"786","Rake It Up (feat. Nicki Minaj)","I Still Am","Yo Gotti","2017-10-27",4.60555,71,0.91,0.022,0.91,0.444,0,0.137,-8.126,0.344,149.953,4,"allegro"
"981","Boasty (feat. Idris Elba)","Boasty (feat. Idris Elba)","Wiley","2019-01-22",2.95308333333333,71,0.887,0.00915,0.887,0.765,0.000872,0.0907,-5.207,0.0669,102.958,4,"moderato"
"14","Man Down","Loud","Rihanna","2010-11-16",4.45,70,0.47,0.0436,0.47,0.904,0,0.0491,-4.024,0.177,155.788,4,"allegro"
"24","Right Above It","I Am Not A Human Being","Lil Wayne","2010-01-01",4.53243333333333,70,0.376,0.0435,0.376,0.841,0,0.578,-4.348,0.356,76.052,4,"andante"
"28","Impossible - Main","No Gravity","Shontelle","2010-01-01",3.77555,70,0.599,0.385,0.599,0.624,0,0.125,-3.631,0.0343,90.034,4,"moderato"
"34","Do You Remember","All Or Nothing","Jay Sean","2009-01-01",3.5051,70,0.855,0.0242,0.855,0.668,0,0.102,-4.892,0.0644,125.846,4,"allegro"
"44","Your Love Is My Drug","Animal (Expanded Edition)","Kesha","2010-01-01",3.11888333333333,70,0.826,0.00681,0.826,0.612,0,0.0889,-3.891,0.0982,120.057,4,"allegro"
"82","Ridin' Solo","Jason Derulo (International)","Jason Derulo","2010-02-26",3.59576666666667,70,0.442,0.128,0.442,0.83,0,0.129,-4.02,0.146,89.338,4,"moderato"
"88","Telephone","The Fame Monster (Deluxe Edition)","Lady Gaga","2009-11-05",3.67733333333333,70,0.824,0.00521,0.824,0.836,0.000817,0.112,-5.903,0.0404,122.014,4,"allegro"
"133","You Make Me Feel... (feat. Sabi)","Night Shades","Cobra Starship","2011-08-29",3.59488333333333,70,0.668,0.0191,0.668,0.857,6.71e-06,0.0385,-2.944,0.0535,131.959,4,"allegro"
"155","Lighters","Hell: The Sequel (Deluxe)","Bad Meets Evil","2011-01-01",5.06355,70,0.676,0.352,0.676,0.695,0,0.119,-8.327,0.245,90.268,4,"moderato"
"158","Every Teardrop Is a Waterfall","Mylo Xyloto","Coldplay","2011-10-24",4.01326666666667,70,0.425,0.00193,0.425,0.733,0.00922,0.171,-6.883,0.0396,117.985,4,"allegro"
"171","Without You (feat. Usher)","Nothing but the Beat (Ultimate Edition)","David Guetta","2012-12-07",3.46888333333333,70,0.608,0.227,0.608,0.614,4.06e-06,0.157,-3.727,0.0285,127.884,4,"allegro"
"172","What's My Name?","Loud","Rihanna","2010-11-16",4.38621666666667,70,0.692,0.23,0.692,0.786,0,0.0797,-2.959,0.069,100.025,4,"moderato"
"238","Without You (feat. Usher)","Nothing but the Beat (Ultimate Edition)","David Guetta","2012-12-07",3.46888333333333,70,0.608,0.227,0.608,0.614,4.06e-06,0.157,-3.727,0.0285,127.884,4,"allegro"
"246","It Will Rain","It Will Rain","Bruno Mars","2011-09-28",4.29533333333333,70,0.576,0.337,0.576,0.835,0,0.082,-6.826,0.0486,150.017,4,"allegro"
"256","Wide Awake","Katy Perry - Teenage Dream: The Complete Confection","Katy Perry","2012-03-12",3.68243333333333,70,0.514,0.0749,0.514,0.683,2.64e-06,0.392,-5.099,0.0367,159.814,4,"vivace"
"298","Beneath Your Beautiful (feat. Emeli Sandé)","Electronic Earth (Expanded Edition)","Labrinth","2012-04-02",4.53021666666667,70,0.558,0.228,0.558,0.522,0,0.104,-5.857,0.036,83.977,4,"moderato"
"417","New Flame (feat. Usher & Rick Ross)","X (Expanded Edition)","Chris Brown","2014-09-16",4.07043333333333,70,0.702,0.0506,0.702,0.629,0,0.0963,-4.292,0.041,141.967,4,"allegro"
"420","2 On (feat. ScHoolboy Q)","Aquarius","Tinashe","2014-10-03",3.78333333333333,70,0.742,0.15,0.742,0.595,0,0.111,-7.51,0.107,101.013,4,"moderato"
"461","Gecko (Overdrive) - Radio Edit","Gecko (Overdrive)","Oliver Heldens","2014-06-03",2.75733333333333,70,0.609,0.00521,0.609,0.885,1.15e-05,0.336,-5.469,0.0642,124.959,4,"allegro"
"464","I Got U","I Got U","Duke Dumont","2014-01-01",4.75993333333333,70,0.636,0.00377,0.636,0.761,0.00784,0.0851,-7.752,0.035,120.837,4,"allegro"
"474","Sing","x (Deluxe Edition)","Ed Sheeran","2014-06-21",3.92303333333333,70,0.818,0.304,0.818,0.67,1.22e-06,0.0601,-4.451,0.0472,119.988,4,"allegro"
"491","Amnesia","5 Seconds Of Summer","5 Seconds of Summer","2014-06-27",3.95411666666667,70,0.594,0.0343,0.594,0.497,0,0.162,-5.26,0.0303,101.668,4,"moderato"
"557","Lips Are Movin","Title (Deluxe)","Meghan Trainor","2015-01-09",3.04443333333333,70,0.775,0.0506,0.775,0.825,1.03e-06,0.111,-5.402,0.0464,139.091,4,"allegro"
"558","Easy Love","Brighter Days","Sigala","2018-09-28",3.83021666666667,70,0.68,0.175,0.68,0.942,0.0013,0.117,-4.21,0.0628,123.99,4,"allegro"
"565","Like I Can","In The Lonely Hour","Sam Smith","2014-05-26",2.78441666666667,70,0.656,0.343,0.656,0.627,2.17e-05,0.124,-6.627,0.0379,99.933,4,"moderato"
"567","I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","My House","Flo Rida","2015-04-07",3.73763333333333,70,0.854,0.0242,0.854,0.766,0,0.0793,-4.697,0.141,118.004,4,"allegro"
"596","All Eyes on You (feat. Chris Brown & Nicki Minaj)","Dreams Worth More Than Money","Meek Mill","2015-06-29",3.73288333333333,70,0.589,0.0242,0.589,0.658,0,0.118,-5.288,0.203,77.521,4,"andante"
"608","Cheap Thrills (feat. Sean Paul)","Cheap Thrills (feat. Sean Paul)","Sia","2016-02-11",3.74688333333333,70,0.592,0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,4,"moderato"
"692","Sit Still, Look Pretty","Sit Still, Look Pretty","Daya","2016-10-07",3.37035,70,0.657,0.141,0.657,0.739,0,0.178,-4.081,0.274,181.994,4,"vivace"
"693","Broccoli (feat. Lil Yachty)","Big Baby DRAM","Shelley FKA DRAM","2016-10-21",3.75341666666667,70,0.886,0.236,0.886,0.525,0,0.057,-7.39,0.131,145.99,4,"allegro"
"745","Came Here for Love","Came Here for Love","Sigala","2017-06-09",3.38331666666667,70,0.708,0.0313,0.708,0.868,0,0.122,-3.287,0.0431,124.994,4,"allegro"
"752","T-Shirt","Culture","Migos","2017-01-27",4.04011666666667,70,0.865,0.242,0.865,0.687,0,0.158,-3.744,0.217,139.023,4,"allegro"
"763","Broccoli (feat. Lil Yachty)","Big Baby DRAM","Shelley FKA DRAM","2016-10-21",3.75341666666667,70,0.886,0.236,0.886,0.525,0,0.057,-7.39,0.131,145.99,4,"allegro"
"766","Now Or Never","hopeless fountain kingdom (Deluxe)","Halsey","2017-06-02",3.58001666666667,70,0.67,0.107,0.67,0.585,1.11e-06,0.131,-4.861,0.0354,110.03,4,"allegro"
"854","GUMMO","Day69: Graduation Day","6ix9ine","2018-04-10",2.62738333333333,70,0.66,0.0553,0.66,0.775,0,0.129,-4.926,0.172,157.036,4,"vivace"
"121","Save The World","Save The World","Swedish House Mafia","2011-05-13",3.55561666666667,69,0.507,0.0144,0.507,0.665,0,0.0759,-7.598,0.0474,126.879,4,"allegro"
"125","Pretty Girl Rock","No Boys Allowed","Keri Hilson","2010-01-01",4.06533333333333,69,0.666,0.203,0.666,0.87,0,0.0851,-5.004,0.246,160.014,4,"vivace"
"134","I'm On One","We The Best Forever","DJ Khaled","2011-01-01",4.93576666666667,69,0.413,0.0536,0.413,0.807,0,0.631,-3.499,0.318,149.33,4,"allegro"
"157","A Thousand Years","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)","Various Artists","2011-11-04",4.752,69,0.421,0.309,0.421,0.407,0.000961,0.11,-7.445,0.0267,139.028,3,"allegro"
"226","A Thousand Years","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)","Various Artists","2011-11-04",4.752,69,0.421,0.309,0.421,0.407,0.000961,0.11,-7.445,0.0267,139.028,3,"allegro"
"243","As Long As You Love Me","Believe (Deluxe Edition)","Justin Bieber","2012-06-15",3.82443333333333,69,0.571,0.0811,0.571,0.873,0,0.361,-3.382,0.1,139.691,4,"allegro"
"253","Sexy And I Know It","Sorry For Party Rocking","LMFAO","2011-01-01",3.32466666666667,69,0.707,0.1,0.707,0.861,0,0.191,-4.225,0.316,130.021,4,"allegro"
"259","She Wolf (Falling to Pieces) [feat. Sia]","Nothing but the Beat (Ultimate Edition)","David Guetta","2012-12-07",3.70833333333333,69,0.492,0.0841,0.492,0.857,7.82e-06,0.344,-2.634,0.0655,129.973,4,"allegro"
"269","Little Things","Take Me Home: Yearbook Edition","One Direction","2012-11-09",3.66066666666667,69,0.707,0.788,0.707,0.222,0,0.205,-11.716,0.0329,110.095,4,"allegro"
"271","Read All About It, Pt. III","Our Version Of Events (Special Edition)","Emeli Sandé","2012-01-01",4.72843333333333,69,0.63,0.822,0.63,0.44,3.87e-06,0.0926,-7.186,0.0249,98.082,4,"moderato"
"278","She Doesn't Mind","Tomahawk Technique","Sean Paul","2012-01-24",3.79643333333333,69,0.718,0.000624,0.718,0.776,5.3e-06,0.207,-5.208,0.0693,120.015,4,"allegro"
"304","La La La","Hotel Cabana (Deluxe Version)","Naughty Boy","2013-01-01",3.70333333333333,69,0.772,0.107,0.772,0.65,1.13e-06,0.0905,-5.202,0.0306,125.083,4,"allegro"
"355","Sonnentanz - Sun Don't Shine","Netzwerk","Klangkarussell","2014-01-01",3.96866666666667,69,0.579,0.104,0.579,0.549,0.0202,0.0964,-8.262,0.0909,119.74,4,"allegro"
"363","#thatPOWER","#willpower (Deluxe)","will.i.am","2013-01-01",4.65843333333333,69,0.797,0.00112,0.797,0.608,7.66e-05,0.0748,-6.096,0.0584,127.999,4,"allegro"
"455","Wiggle (feat. Snoop Dogg)","Tattoos (Deluxe Edition)","Jason Derulo","2013-09-10",3.22158333333333,69,0.697,0.0802,0.697,0.621,0,0.162,-6.886,0.25,81.946,4,"moderato"
"466","Prayer in C - Robin Schulz Radio Edit","Prayer","Robin Schulz","2014-09-16",3.15665,69,0.76,0.0219,0.76,0.886,7.43e-06,0.623,-5.356,0.0258,123.002,4,"allegro"
"508","Trap Queen","Fetty Wap (Deluxe)","Fetty Wap","2015-09-25",3.70155,69,0.746,0.0244,0.746,0.873,0,0.354,-3.803,0.128,148.075,4,"allegro"
"541","Hold Back The River","Chaos And The Calm","James Bay","2015-03-20",3.9791,69,0.715,0.0526,0.715,0.715,0,0.0936,-7.364,0.0902,134.922,4,"allegro"
"584","Talking Body","Queen Of The Clouds","Tove Lo","2014-09-24",3.97376666666667,69,0.736,0.0966,0.736,0.761,0,0.0823,-5.449,0.0338,119.999,4,"allegro"
"670","Hands To Myself","Revival (Deluxe)","Selena Gomez","2015-10-09",3.34466666666667,69,0.811,0.0147,0.811,0.499,2.44e-06,0.342,-7.161,0.118,111.016,4,"allegro"
"887","Échame La Culpa","Échame La Culpa","Luis Fonsi","2017-11-17",2.89533333333333,69,0.733,0.0376,0.733,0.892,0,0.137,-3.641,0.0417,95.989,4,"moderato"
"906","Strike a Pose (feat. Aitch)","Strike a Pose (feat. Aitch)","Young T & Bugsey","2019-06-06",3.57005,69,0.531,0.0107,0.531,0.581,1.62e-05,0.101,-5.801,0.101,137.776,5,"allegro"
"30","Magic (feat. Rivers Cuomo)","B.o.B Presents: The Adventures of Bobby Ray","B.o.B","2010-04-27",3.26888333333333,68,0.549,0.0127,0.549,0.932,0,0.347,-4.11,0.343,82.439,4,"moderato"
"67","Alejandro","The Fame Monster (Deluxe Edition)","Lady Gaga","2009-11-05",4.57021666666667,68,0.623,0.000397,0.623,0.793,0.0015,0.375,-6.63,0.0462,98.998,4,"moderato"
"99","For the First Time","Science & Faith","The Script","2010-09-10",4.20733333333333,68,0.393,0.0339,0.393,0.633,0,0.104,-4.769,0.0275,174.022,4,"vivace"
"115","Donald Trump","Donald Trump - Single","Mac Miller","2011-05-17",2.76513333333333,68,0.636,0.119,0.636,0.901,0,0.391,-7.094,0.118,162.994,4,"vivace"
"119","When We Stand Together","Here and Now (Audio Only Version)","Nickelback","2011-11-14",3.17976666666667,68,0.446,0.000102,0.446,0.9,1.89e-05,0.0404,-3.541,0.0489,187.961,4,"vivace"
"128","More - RedOne Jimmy Joker Remix","More","Usher","2010-11-22",3.66643333333333,68,0.551,0.00166,0.551,0.893,0,0.348,-2.628,0.0543,125.083,4,"allegro"
"142","Hey Baby (Drop It to the Floor)","Planet Pit (Deluxe Version)","Pitbull","2011-06-17",3.90755,68,0.595,0.0435,0.595,0.913,0,0.259,-3.428,0.0884,128.021,4,"allegro"
"191","The Edge Of Glory","Born This Way (International Special Edition Version)","Lady Gaga","2011-05-23",5.34243333333333,68,0.583,0.000323,0.583,0.768,0.0162,0.109,-6.477,0.041,127.952,4,"allegro"
"227","50 Ways to Say Goodbye","California 37","Train","2012-04-17",4.13243333333333,68,0.591,0.000284,0.591,0.935,0.000278,0.142,-2.664,0.0478,140.043,4,"allegro"
"236","Want U Back","Sticks & Stones","Cher Lloyd","2011-11-07",3.56688333333333,68,0.696,0.0662,0.696,0.893,0,0.473,-2.963,0.076,97.954,4,"moderato"
"249","Latch","Settle (Special Edition)","Disclosure","2014-01-01",4.26051666666667,68,0.503,0.0159,0.503,0.727,9.45e-05,0.0895,-5.456,0.167,121.985,4,"allegro"
"261","Blow Me (One Last Kiss)","The Truth About Love","P!nk","2012-09-18",4.25976666666667,68,0.597,0.000145,0.597,0.919,0,0.282,-2.954,0.044,113.987,4,"allegro"
"268","Let's Go (feat. Ne-Yo)","18 Months","Calvin Harris","2012-10-29",3.88,68,0.71,0.00777,0.71,0.882,0.00771,0.294,-2.932,0.0595,128.016,4,"allegro"
"277","212","Broke with Expensive Taste","Azealia Banks","2014-11-07",3.41593333333333,68,0.847,0.0145,0.847,0.769,0.00012,0.0767,-5.761,0.258,126.017,4,"allegro"
"284","Where Have You Been","Talk That Talk","Rihanna","2011-11-19",4.04466666666667,68,0.719,0.00201,0.719,0.847,0.0204,0.223,-6.34,0.0916,127.963,4,"allegro"
"318","Everything Has Changed","Red (Big Machine Radio Release Special)","Taylor Swift","2012-10-22",4.09021666666667,68,0.624,0.36,0.624,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,4,"moderato"
"324","Berzerk","The Marshall Mathers LP2 (Deluxe)","Eminem","2013-11-05",3.9791,68,0.739,0.0217,0.739,0.872,0,0.26,-4.059,0.333,95.084,4,"moderato"
"346","I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","I Could Be The One [Avicii vs Nicky Romero]","Avicii","2012-01-01",3.47193333333333,68,0.509,0.332,0.509,0.79,6.67e-05,0.316,-3.782,0.0374,127.946,4,"allegro"
"369","Chocolate","The 1975","The 1975","2013-01-01",3.74455,68,0.614,0.000532,0.614,0.938,0,0.368,-4.461,0.0611,100.058,4,"moderato"
"371","Thinking About You (feat. Ayah Marar)","18 Months","Calvin Harris","2012-10-29",4.13221666666667,68,0.725,0.00262,0.725,0.874,0.000412,0.0958,-3.715,0.0396,127.985,4,"allegro"
"379","The Way","Yours Truly","Ariana Grande","2013-01-01",3.78376666666667,68,0.645,0.294,0.645,0.878,0,0.076,-3.208,0.113,82.324,4,"moderato"
"380","Started From the Bottom","Nothing Was The Same (Deluxe)","Drake","2013-01-01",2.902,68,0.794,0.0331,0.794,0.523,0,0.156,-7.829,0.161,86.307,4,"moderato"
"397","It's a Beautiful Day","To Be Loved","Michael Bublé","2013-04-11",3.3211,68,0.532,0.0559,0.532,0.795,0,0.295,-3.979,0.0358,143.837,4,"allegro"
"416","Only Love Can Hurt Like This","A Perfect Contradiction (Outsiders' Expanded Edition)","Paloma Faith","2014-03-10",3.88155,68,0.566,0.0959,0.566,0.885,9.83e-05,0.334,-4.527,0.0815,90.989,4,"moderato"
"423","Na Na","Trigga Reloaded","Trey Songz","2015-06-23",3.8651,68,0.67,0.328,0.67,0.476,0,0.104,-6.253,0.0406,96.975,4,"moderato"
"430","Anaconda","The Pinkprint (International Deluxe Explicit)","Nicki Minaj","2014-12-15",4.33733333333333,68,0.964,0.0668,0.964,0.605,7.78e-06,0.214,-6.223,0.179,129.994,4,"allegro"
"432","Latch","Settle (Special Edition)","Disclosure","2014-01-01",4.26051666666667,68,0.503,0.0159,0.503,0.727,9.45e-05,0.0895,-5.456,0.167,121.985,4,"allegro"
"454","Black Widow","The New Classic","Iggy Azalea","2014-01-01",3.49038333333333,68,0.743,0.192,0.743,0.72,0.000386,0.109,-3.753,0.124,163.99,4,"vivace"
"460","I Will Never Let You Down","I Will Never Let You Down","Rita Ora","2014-03-31",3.3911,68,0.753,0.403,0.753,0.801,0,0.128,-3.215,0.0296,128.011,4,"allegro"
"471","Hideaway","Sound Of A Woman","Kiesza","2014-10-21",4.19976666666667,68,0.838,0.0862,0.838,0.72,0.00696,0.0772,-4.135,0.0483,122.993,4,"allegro"
"476","Ghost","Chapter One (Deluxe Version)","Ella Henderson","2014-10-13",3.55355,68,0.68,0.0457,0.68,0.84,8.38e-06,0.143,-3.823,0.0415,104.985,4,"moderato"
"500","First","Hold My Home","Cold War Kids","2014-10-31",3.33933333333333,68,0.468,0.0202,0.468,0.692,2.39e-06,0.523,-4.015,0.0295,78.009,4,"andante"
"519","Same Old Love","Revival (Deluxe)","Selena Gomez","2015-10-09",3.818,68,0.672,0.0223,0.672,0.593,0,0.214,-4.01,0.0304,98.02,4,"moderato"
"560","Writing's On The Wall - From ""Spectre"" Soundtrack","Writing's On The Wall","Sam Smith","2015-09-25",4.64978333333333,68,0.261,0.769,0.261,0.302,2.57e-06,0.0863,-8.19,0.0339,81.418,3,"moderato"
"570","Five More Hours - Deorro x Chris Brown","Five More Hours (Deorro x Chris Brown)","Deorro","2015-03-03",3.53291666666667,68,0.699,0.0288,0.699,0.883,0,0.817,-3.226,0.219,127.961,4,"allegro"
"642","Don't Mind","Don't Mind","Kent Jones","2016-04-25",3.30393333333333,68,0.464,0.0235,0.464,0.771,0,0.063,-4.503,0.336,158.777,4,"vivace"
"657","Same Old Love","Revival (Deluxe)","Selena Gomez","2015-10-09",3.818,68,0.672,0.0223,0.672,0.593,0,0.214,-4.01,0.0304,98.02,4,"moderato"
"658","Here","Know-It-All (Deluxe)","Alessia Cara","2016-03-11",3.32421666666667,68,0.376,0.0783,0.376,0.822,0,0.0841,-3.974,0.104,120.493,4,"allegro"
"677","Sexual","Sexual","NEIKED","2016-08-21",3.14813333333333,68,0.797,0.0692,0.797,0.567,0,0.0705,-7.503,0.0651,108.024,4,"allegro"
"762","Bodak Yellow","Bodak Yellow","Cardi B","2017-06-16",3.7327,68,0.929,0.0672,0.929,0.723,0,0.346,-5.792,0.109,125.022,4,"allegro"
"791","Man's Not Hot","Man's Not Hot","Big Shaq","2017-09-22",3.10043333333333,68,0.905,0.111,0.905,0.884,8.31e-05,0.107,-4.076,0.236,135.048,4,"allegro"
"5","Don't Stop Believin' (Glee Cast Version)","Glee: The Music, Volume 1","Glee Cast","2009-11-02",3.86666666666667,67,0.473,0.038,0.473,0.604,0,0.103,-4.034,0.0337,123.857,4,"allegro"
"21","Teach Me How to Dougie","The Kickback","Cali Swag District","2011-07-12",3.958,67,0.846,0.2,0.846,0.438,9.43e-05,0.0939,-4.981,0.141,85.013,4,"moderato"
"33","My Chick Bad","Battle Of The Sexes (Deluxe)","Ludacris","2010-01-01",3.61555,67,0.624,0.172,0.624,0.723,0,0.483,-6.782,0.378,84.789,4,"moderato"
"48","Young Forever","The Blueprint 3","JAY-Z","2009-09-08",4.23176666666667,67,0.637,0.417,0.637,0.69,0,0.211,-3.214,0.0693,140.329,4,"allegro"
"96","Animal","Habits (Spotify)","Neon Trees","2010-12-12",3.53843333333333,67,0.482,0.00034,0.482,0.829,0,0.378,-5.576,0.0437,147.99,4,"allegro"
"117","The Adventures of Rain Dance Maggie","I'm with You","Red Hot Chili Peppers","2011-08-29",4.70666666666667,67,0.683,0.00112,0.683,0.734,0.0139,0.258,-4.523,0.029,106.254,4,"moderato"
"118","Holocene","Bon Iver","Bon Iver","2011-05-21",5.61021666666667,67,0.379,0.942,0.379,0.306,0.323,0.123,-14.446,0.0305,147.902,4,"allegro"
"174","Don't Wanna Go Home","Future History (Deluxe Edition)","Jason Derulo","2011-09-16",3.43466666666667,67,0.671,0.02,0.671,0.808,0,0.134,-4.861,0.0652,121.956,4,"allegro"
"178","Who's That Chick? (feat. Rihanna)","One More Love","David Guetta","2010-11-22",3.35066666666667,67,0.675,0.00372,0.675,0.601,0,0.0458,-4.733,0.116,127.938,4,"allegro"
"184","E.T.","Katy Perry - Teenage Dream: The Complete Confection","Katy Perry","2012-03-12",3.82621666666667,67,0.62,0.0181,0.62,0.869,0,0.369,-5.252,0.175,151.684,4,"allegro"
"262","Scream","Looking 4 Myself (Expanded Edition)","Usher","2012-06-12",3.91155,67,0.616,0.00117,0.616,0.862,0,0.179,-5.18,0.0973,127.992,4,"allegro"
"289","Princess of China","Mylo Xyloto","Coldplay","2011-10-24",3.98691666666667,67,0.425,0.00385,0.425,0.69,0.0154,0.287,-6.221,0.0351,84.99,4,"moderato"
"293","Spectrum (Say My Name) - Calvin Harris Remix","Ceremonials","Florence + The Machine","2012-07-06",3.6365,67,0.578,0.00225,0.578,0.946,0.00412,0.0966,-3.85,0.0482,126.092,4,"allegro"
"322","I Will Wait","Babel (Deluxe Version)","Mumford & Sons","2012-09-21",4.612,67,0.486,0.0119,0.486,0.769,0.00832,0.197,-5.14,0.0341,131.286,4,"allegro"
"341","I Love It (feat. Charli XCX)","THIS IS... ICONA POP","Icona Pop","2013-08-27",2.6192,67,0.711,0.00952,0.711,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,4,"allegro"
"360","This Is What It Feels Like","Intense","Armin van Buuren","2013-05-03",3.406,67,0.552,0.0391,0.552,0.831,2.93e-06,0.0632,-5.217,0.0298,129.889,5,"allegro"
"373","Reload - Radio Edit","Reload (Vocal Version / Radio Edit)","Sebastian Ingrosso","2013-01-01",3.68786666666667,67,0.485,0.0736,0.485,0.724,0,0.0631,-4.633,0.0521,128.045,4,"allegro"
"429","Bailando - Spanish Version","SEX AND LOVE (Deluxe Edition)","Enrique Iglesias","2014-07-04",4.05643333333333,67,0.718,0.0467,0.718,0.792,3.65e-06,0.0399,-3.519,0.105,90.949,4,"moderato"
"468","Money On My Mind","In The Lonely Hour","Sam Smith","2014-05-26",3.21116666666667,67,0.688,0.204,0.688,0.841,0.000295,0.229,-5.217,0.179,133.912,4,"allegro"
"486","Ugly Heart","G.R.L.","G.R.L.","2014-07-29",3.3051,67,0.65,0.019,0.65,0.786,0,0.323,-5.488,0.0463,124.96,4,"allegro"
"518","Geronimo","Bombs Away","Sheppard","2015-01-12",3.63711666666667,67,0.705,0.456,0.705,0.78,0.00152,0.115,-6.267,0.0805,142.028,4,"allegro"
"574","Bad Blood","Bad Blood","Taylor Swift","2015-05-17",3.3351,67,0.654,0.0294,0.654,0.655,0,0.139,-7.388,0.106,170.16,4,"vivace"
"600","Omen - Radio Edit","Omen (Radio Edit)","Disclosure","2015-07-27",3.28028333333333,67,0.671,0.115,0.671,0.786,0,0.363,-4.857,0.14,106.057,4,"moderato"
"630","Girls Like (feat. Zara Larsson)","Girls Like (feat. Zara Larsson)","Tinie Tempah","2016-02-26",3.26666666666667,67,0.916,0.37,0.916,0.804,1.18e-05,0.0812,-3.406,0.049,120.028,4,"allegro"
"640","Stay (feat. Maty Noyes)","Stay (feat. Maty Noyes)","Kygo","2015-12-04",3.99108333333333,67,0.648,0.0444,0.648,0.736,0.000137,0.171,-7.948,0.0385,103.027,4,"moderato"
